date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region
2020-01-04,5,1,2020,4,1,0.0,0,0,599547,12476,Samarkand
2020-01-05,6,1,2020,5,1,0.0,0,0,579240,13360,Tashkent
2020-01-06,0,1,2020,6,1,0.0,0,0,767713,12554,Andijan
2020-01-07,1,1,2020,7,1,0.0,0,0,782904,13502,Fergana
2020-01-08,2,1,2020,8,1,0.0,0,0,812861,12585,Tashkent
2020-01-09,3,1,2020,9,1,0.0,0,0,798423,12979,Samarkand
2020-01-10,4,1,2020,10,1,0.0,1,0,1019743,12512,Tashkent
2020-01-11,5,1,2020,11,1,0.0,0,0,582337,13833,Andijan
2020-01-12,6,1,2020,12,1,0.0,0,0,622269,14002,Tashkent
2020-01-13,0,1,2020,13,1,0.0,0,0,777196,13131,Samarkand
2020-01-14,1,1,2020,14,1,0.0,0,0,839832,13353,Tashkent
2020-01-15,2,1,2020,15,1,0.0,0,0,747863,12167,Fergana
2020-01-16,3,1,2020,16,1,0.0,0,0,747527,13090,Fergana
2020-01-17,4,1,2020,17,1,0.0,0,0,755605,13293,Fergana
2020-01-18,5,1,2020,18,1,0.0,0,0,553019,15433,Samarkand
2020-01-19,6,1,2020,19,1,0.0,0,0,592156,12450,Namangan
2020-01-20,0,1,2020,20,1,0.0,0,0,752575,14515,Tashkent
2020-01-21,1,1,2020,21,1,0.0,0,0,781476,14144,Tashkent
2020-01-22,2,1,2020,22,1,0.0,0,0,788091,13575,Tashkent
2020-01-23,3,1,2020,23,1,0.0,0,0,836520,14761,Andijan
2020-01-24,4,1,2020,24,1,0.0,0,0,808393,13655,Tashkent
2020-01-25,5,1,2020,25,1,0.0,1,0,724607,13672,Fergana
2020-01-26,6,1,2020,26,1,0.0,0,0,586619,13322,Fergana
2020-01-27,0,1,2020,27,1,0.0,0,0,796137,14347,Tashkent
2020-01-28,1,1,2020,28,1,0.0,0,0,740171,14249,Tashkent
2020-01-29,2,1,2020,29,1,0.0,0,0,839398,12874,Tashkent
2020-01-30,3,1,2020,30,1,0.0,0,0,819697,12323,Tashkent
2020-01-31,4,1,2020,31,1,0.0,0,0,768731,13220,Tashkent
2020-02-01,5,2,2020,1,1,0.0,0,0,483217,12745,Tashkent
2020-02-02,6,2,2020,2,1,0.0,0,0,547325,13338,Namangan
2020-02-03,0,2,2020,3,1,0.0,0,0,663164,14382,Andijan
2020-02-04,1,2,2020,4,1,0.0,0,0,699797,13030,Tashkent
2020-02-05,2,2,2020,5,1,0.0,0,0,624788,13365,Tashkent
2020-02-06,3,2,2020,6,1,0.0,0,0,651904,13449,Tashkent
2020-02-07,4,2,2020,7,1,0.0,0,0,668625,14085,Fergana
2020-02-08,5,2,2020,8,1,0.0,0,0,522842,11612,Namangan
2020-02-09,6,2,2020,9,1,0.0,0,0,512903,12928,Tashkent
2020-02-10,0,2,2020,10,1,0.0,1,0,838005,13586,Tashkent
2020-02-11,1,2,2020,11,1,0.0,0,0,642117,14381,Fergana
2020-02-12,2,2,2020,12,1,0.0,0,0,667509,13030,Samarkand
2020-02-13,3,2,2020,13,1,0.0,0,0,675136,11926,Tashkent
2020-02-14,4,2,2020,14,1,0.0,0,0,686312,13927,Samarkand
2020-02-15,5,2,2020,15,1,0.0,0,0,539919,12926,Tashkent
2020-02-16,6,2,2020,16,1,0.0,0,0,501786,12486,Tashkent
2020-02-17,0,2,2020,17,1,0.0,0,0,632820,12942,Fergana
2020-02-18,1,2,2020,18,1,0.0,0,0,709250,13297,Namangan
2020-02-19,2,2,2020,19,1,0.0,0,0,684315,12965,Tashkent
2020-02-20,3,2,2020,20,1,0.0,0,0,655676,11688,Andijan
2020-02-21,4,2,2020,21,1,0.0,0,0,718461,14173,Tashkent
2020-02-22,5,2,2020,22,1,0.0,0,0,530552,14479,Fergana
2020-02-23,6,2,2020,23,1,0.0,0,0,553491,13984,Samarkand
2020-02-24,0,2,2020,24,1,0.0,0,0,680046,12556,Namangan
2020-02-25,1,2,2020,25,1,0.0,1,0,896388,13308,Andijan
2020-02-26,2,2,2020,26,1,0.0,0,0,727070,13468,Tashkent
2020-02-27,3,2,2020,27,1,0.0,0,0,673175,13956,Andijan
2020-02-28,4,2,2020,28,1,0.0,0,0,706972,14015,Namangan
2020-02-29,5,2,2020,29,1,0.0,0,0,544975,12896,Fergana
2020-03-01,6,3,2020,1,1,0.0,0,0,737923,13553,Tashkent
2020-03-02,0,3,2020,2,1,0.0,0,0,863065,13856,Namangan
2020-03-03,1,3,2020,3,1,0.0,0,0,923133,14659,Namangan
2020-03-04,2,3,2020,4,1,0.0,0,0,937312,14061,Tashkent
2020-03-05,3,3,2020,5,1,0.0,0,0,836691,14132,Andijan
2020-03-06,4,3,2020,6,1,0.0,0,0,858137,13572,Tashkent
2020-03-07,5,3,2020,7,1,0.0,0,0,645839,14636,Tashkent
2020-03-08,6,3,2020,8,1,0.0,0,0,696212,13839,Samarkand
2020-03-09,0,3,2020,9,1,0.0,0,0,928991,12826,Samarkand
2020-03-10,1,3,2020,10,1,0.0,1,0,1168949,14641,Samarkand
2020-03-11,2,3,2020,11,1,0.0,0,0,907289,14080,Tashkent
2020-03-12,3,3,2020,12,1,0.0,0,0,964357,13171,Andijan
2020-03-13,4,3,2020,13,1,0.0,0,0,856124,13145,Tashkent
2020-03-14,5,3,2020,14,1,0.0,0,0,659197,13770,Tashkent
2020-03-15,6,3,2020,15,1,0.0,0,0,706424,13907,Tashkent
2020-03-16,0,3,2020,16,1,0.0,0,0,922417,13697,Samarkand
2020-03-17,1,3,2020,17,1,0.0,0,0,908044,13792,Andijan
2020-03-18,2,3,2020,18,1,0.0,0,0,834750,14906,Fergana
2020-03-19,3,3,2020,19,1,0.0,0,0,907533,14407,Namangan
2020-03-20,4,3,2020,20,1,0.0,0,1,1166387,13706,Tashkent
2020-03-21,5,3,2020,21,1,0.0,0,1,986417,14310,Samarkand
2020-03-22,6,3,2020,22,1,0.0,0,1,975599,12734,Samarkand
2020-03-23,0,3,2020,23,1,0.0,0,1,1187358,13882,Samarkand
2020-03-24,1,3,2020,24,1,0.0,0,0,895858,15015,Tashkent
2020-03-25,2,3,2020,25,1,0.0,1,0,1069514,13397,Fergana
2020-03-26,3,3,2020,26,1,0.0,0,0,913918,12896,Samarkand
2020-03-27,4,3,2020,27,1,0.0,0,0,952029,13056,Fergana
2020-03-28,5,3,2020,28,1,0.0,0,0,687638,12710,Samarkand
2020-03-29,6,3,2020,29,1,0.0,0,0,730918,12957,Tashkent
2020-03-30,0,3,2020,30,1,0.0,0,0,899836,13292,Samarkand
2020-03-31,1,3,2020,31,1,0.0,0,0,890936,12468,Tashkent
2020-04-01,2,4,2020,1,2,0.0,0,0,467281,13608,Namangan
2020-04-02,3,4,2020,2,2,0.0,0,0,450240,14321,Samarkand
2020-04-03,4,4,2020,3,2,0.0,0,0,459678,12876,Tashkent
2020-04-04,5,4,2020,4,2,0.0,0,0,349397,14821,Andijan
2020-04-05,6,4,2020,5,2,0.0,0,0,396158,14018,Samarkand
2020-04-06,0,4,2020,6,2,0.0,0,0,471954,14437,Tashkent
2020-04-07,1,4,2020,7,2,0.0,0,0,458488,13090,Samarkand
2020-04-08,2,4,2020,8,2,0.0,0,0,476132,14304,Tashkent
2020-04-09,3,4,2020,9,2,0.0,0,0,470369,12750,Namangan
2020-04-10,4,4,2020,10,2,0.0,1,0,571832,14339,Namangan
2020-04-11,5,4,2020,11,2,0.0,0,0,378240,13768,Andijan
2020-04-12,6,4,2020,12,2,0.0,0,0,380680,14077,Samarkand
2020-04-13,0,4,2020,13,2,0.0,0,0,464041,12697,Samarkand
2020-04-14,1,4,2020,14,2,0.0,0,0,463576,12925,Fergana
2020-04-15,2,4,2020,15,2,0.0,0,0,469683,14122,Tashkent
2020-04-16,3,4,2020,16,2,0.0,0,0,431547,12889,Samarkand
2020-04-17,4,4,2020,17,2,0.0,0,0,446884,14022,Samarkand
2020-04-18,5,4,2020,18,2,0.0,0,0,391679,12561,Tashkent
2020-04-19,6,4,2020,19,2,0.0,0,0,396147,14337,Tashkent
2020-04-20,0,4,2020,20,2,0.0,0,0,472180,12676,Namangan
2020-04-21,1,4,2020,21,2,0.0,0,0,488345,14107,Namangan
2020-04-22,2,4,2020,22,2,0.0,0,0,483690,14170,Tashkent
2020-04-23,3,4,2020,23,2,1.0,0,0,472591,13115,Tashkent
2020-04-24,4,4,2020,24,2,1.0,0,0,439988,14142,Tashkent
2020-04-25,5,4,2020,25,2,1.0,1,0,399034,13888,Namangan
2020-04-26,6,4,2020,26,2,1.0,0,0,316463,13252,Tashkent
2020-04-27,0,4,2020,27,2,1.0,0,0,395074,12880,Fergana
2020-04-28,1,4,2020,28,2,1.0,0,0,426002,12120,Tashkent
2020-04-29,2,4,2020,29,2,1.0,0,0,410127,13973,Samarkand
2020-04-30,3,4,2020,30,2,1.0,0,0,399201,12445,Tashkent
2020-05-01,4,5,2020,1,2,1.0,0,0,429529,13777,Fergana
2020-05-02,5,5,2020,2,2,1.0,0,0,329329,13493,Tashkent
2020-05-03,6,5,2020,3,2,1.0,0,0,367763,14251,Samarkand
2020-05-04,0,5,2020,4,2,1.0,0,0,457648,13469,Tashkent
2020-05-05,1,5,2020,5,2,1.0,0,0,442294,13451,Fergana
2020-05-06,2,5,2020,6,2,1.0,0,0,469025,14303,Namangan
2020-05-07,3,5,2020,7,2,1.0,0,0,444559,13990,Tashkent
2020-05-08,4,5,2020,8,2,1.0,0,0,428283,13978,Namangan
2020-05-09,5,5,2020,9,2,1.0,0,0,367371,14104,Samarkand
2020-05-10,6,5,2020,10,2,1.0,1,0,431929,12504,Tashkent
2020-05-11,0,5,2020,11,2,1.0,0,0,426247,14341,Tashkent
2020-05-12,1,5,2020,12,2,1.0,0,0,441687,14229,Tashkent
2020-05-13,2,5,2020,13,2,1.0,0,0,429852,12929,Fergana
2020-05-14,3,5,2020,14,2,1.0,0,0,421173,13551,Fergana
2020-05-15,4,5,2020,15,2,1.0,0,0,462742,13718,Tashkent
2020-05-16,5,5,2020,16,2,1.0,0,0,374946,13645,Samarkand
2020-05-17,6,5,2020,17,2,1.0,0,0,329133,14024,Namangan
2020-05-18,0,5,2020,18,2,1.0,0,0,457425,14905,Andijan
2020-05-19,1,5,2020,19,2,1.0,0,0,436079,14629,Samarkand
2020-05-20,2,5,2020,20,2,1.0,0,0,439381,12717,Andijan
2020-05-21,3,5,2020,21,2,1.0,0,0,437866,14268,Samarkand
2020-05-22,4,5,2020,22,2,1.0,0,0,433362,14837,Tashkent
2020-05-23,5,5,2020,23,2,1.0,0,0,351100,14087,Namangan
2020-05-24,6,5,2020,24,2,0.0,0,0,385296,14654,Samarkand
2020-05-25,0,5,2020,25,2,0.0,1,0,630642,15394,Samarkand
2020-05-26,1,5,2020,26,2,0.0,0,0,510793,14607,Samarkand
2020-05-27,2,5,2020,27,2,0.0,0,0,507361,13991,Namangan
2020-05-28,3,5,2020,28,2,0.0,0,0,494081,14631,Namangan
2020-05-29,4,5,2020,29,2,0.0,0,0,501290,13914,Tashkent
2020-05-30,5,5,2020,30,2,0.0,0,0,412685,13821,Tashkent
2020-05-31,6,5,2020,31,2,0.0,0,0,408954,13524,Samarkand
2020-06-01,0,6,2020,1,2,0.0,0,0,470092,15060,Samarkand
2020-06-02,1,6,2020,2,2,0.0,0,0,491583,13158,Tashkent
2020-06-03,2,6,2020,3,2,0.0,0,0,504783,15042,Fergana
2020-06-04,3,6,2020,4,2,0.0,0,0,457719,14219,Samarkand
2020-06-05,4,6,2020,5,2,0.0,0,0,501557,12704,Tashkent
2020-06-06,5,6,2020,6,2,0.0,0,0,373061,14121,Tashkent
2020-06-07,6,6,2020,7,2,0.0,0,0,392298,12150,Tashkent
2020-06-08,0,6,2020,8,2,0.0,0,0,477116,14334,Andijan
2020-06-09,1,6,2020,9,2,0.0,0,0,456999,14545,Tashkent
2020-06-10,2,6,2020,10,2,0.0,1,0,562279,13367,Tashkent
2020-06-11,3,6,2020,11,2,0.0,0,0,494346,13943,Samarkand
2020-06-12,4,6,2020,12,2,0.0,0,0,498947,15411,Tashkent
2020-06-13,5,6,2020,13,2,0.0,0,0,371560,13446,Tashkent
2020-06-14,6,6,2020,14,2,0.0,0,0,395688,13007,Tashkent
2020-06-15,0,6,2020,15,2,0.0,0,0,462175,15043,Samarkand
2020-06-16,1,6,2020,16,2,0.0,0,0,494189,15432,Samarkand
2020-06-17,2,6,2020,17,2,0.0,0,0,471897,13868,Tashkent
2020-06-18,3,6,2020,18,2,0.0,0,0,483401,14678,Tashkent
2020-06-19,4,6,2020,19,2,0.0,0,0,497706,14945,Andijan
2020-06-20,5,6,2020,20,2,0.0,0,0,374458,13282,Tashkent
2020-06-21,6,6,2020,21,2,0.0,0,0,382165,13491,Tashkent
2020-06-22,0,6,2020,22,2,0.0,0,0,518079,14867,Tashkent
2020-06-23,1,6,2020,23,2,0.0,0,0,486954,15234,Samarkand
2020-06-24,2,6,2020,24,2,0.0,0,0,515556,14340,Fergana
2020-06-25,3,6,2020,25,2,0.0,1,0,581624,13189,Tashkent
2020-06-26,4,6,2020,26,2,0.0,0,0,510319,15486,Fergana
2020-06-27,5,6,2020,27,2,0.0,0,0,412615,13475,Tashkent
2020-06-28,6,6,2020,28,2,0.0,0,0,351849,13635,Tashkent
2020-06-29,0,6,2020,29,2,0.0,0,0,485035,14181,Fergana
2020-06-30,1,6,2020,30,2,0.0,0,0,513005,15154,Tashkent
2020-07-01,2,7,2020,1,3,0.0,0,0,757922,14597,Samarkand
2020-07-02,3,7,2020,2,3,0.0,0,0,776132,14249,Tashkent
2020-07-03,4,7,2020,3,3,0.0,0,0,746936,14292,Fergana
2020-07-04,5,7,2020,4,3,0.0,0,0,599611,13959,Tashkent
2020-07-05,6,7,2020,5,3,0.0,0,0,594326,14375,Namangan
2020-07-06,0,7,2020,6,3,0.0,0,0,803228,11908,Tashkent
2020-07-07,1,7,2020,7,3,0.0,0,0,775851,13698,Namangan
2020-07-08,2,7,2020,8,3,0.0,0,0,779069,14132,Tashkent
2020-07-09,3,7,2020,9,3,0.0,0,0,756667,13021,Fergana
2020-07-10,4,7,2020,10,3,0.0,1,0,921073,14255,Tashkent
2020-07-11,5,7,2020,11,3,0.0,0,0,590707,13785,Andijan
2020-07-12,6,7,2020,12,3,0.0,0,0,611111,15357,Tashkent
2020-07-13,0,7,2020,13,3,0.0,0,0,758963,15214,Tashkent
2020-07-14,1,7,2020,14,3,0.0,0,0,781574,13587,Samarkand
2020-07-15,2,7,2020,15,3,0.0,0,0,837470,13842,Tashkent
2020-07-16,3,7,2020,16,3,0.0,0,0,800901,13907,Tashkent
2020-07-17,4,7,2020,17,3,0.0,0,0,764490,13609,Andijan
2020-07-18,5,7,2020,18,3,0.0,0,0,633750,14130,Andijan
2020-07-19,6,7,2020,19,3,0.0,0,0,595330,13370,Tashkent
2020-07-20,0,7,2020,20,3,0.0,0,0,713259,13076,Andijan
2020-07-21,1,7,2020,21,3,0.0,0,0,745889,14482,Samarkand
2020-07-22,2,7,2020,22,3,0.0,0,0,719679,14491,Tashkent
2020-07-23,3,7,2020,23,3,0.0,0,0,767605,13348,Fergana
2020-07-24,4,7,2020,24,3,0.0,0,0,779788,14711,Fergana
2020-07-25,5,7,2020,25,3,0.0,1,0,791896,13493,Andijan
2020-07-26,6,7,2020,26,3,0.0,0,0,616782,14204,Tashkent
2020-07-27,0,7,2020,27,3,0.0,0,0,774357,14661,Fergana
2020-07-28,1,7,2020,28,3,0.0,0,0,807807,13982,Tashkent
2020-07-29,2,7,2020,29,3,0.0,0,0,713321,14376,Tashkent
2020-07-30,3,7,2020,30,3,0.0,0,0,790579,13602,Tashkent
2020-07-31,4,7,2020,31,3,0.0,0,0,808034,13862,Andijan
2020-08-01,5,8,2020,1,3,0.0,0,0,599731,13858,Namangan
2020-08-02,6,8,2020,2,3,0.0,0,0,667160,13429,Fergana
2020-08-03,0,8,2020,3,3,0.0,0,0,829694,13888,Samarkand
2020-08-04,1,8,2020,4,3,0.0,0,0,805696,12794,Tashkent
2020-08-05,2,8,2020,5,3,0.0,0,0,840758,13644,Tashkent
2020-08-06,3,8,2020,6,3,0.0,0,0,895242,13812,Tashkent
2020-08-07,4,8,2020,7,3,0.0,0,0,827373,13839,Tashkent
2020-08-08,5,8,2020,8,3,0.0,0,0,647602,13854,Fergana
2020-08-09,6,8,2020,9,3,0.0,0,0,629988,14001,Samarkand
2020-08-10,0,8,2020,10,3,0.0,1,0,970512,14438,Tashkent
2020-08-11,1,8,2020,11,3,0.0,0,0,851570,14757,Tashkent
2020-08-12,2,8,2020,12,3,0.0,0,0,796649,13541,Tashkent
2020-08-13,3,8,2020,13,3,0.0,0,0,827961,13102,Tashkent
2020-08-14,4,8,2020,14,3,0.0,0,0,810512,13234,Andijan
2020-08-15,5,8,2020,15,3,0.0,0,0,657421,13682,Samarkand
2020-08-16,6,8,2020,16,3,0.0,0,0,654227,13793,Namangan
2020-08-17,0,8,2020,17,3,0.0,0,0,862790,13463,Samarkand
2020-08-18,1,8,2020,18,3,0.0,0,0,812199,13045,Tashkent
2020-08-19,2,8,2020,19,3,0.0,0,0,820861,13721,Tashkent
2020-08-20,3,8,2020,20,3,0.0,0,0,798009,14234,Namangan
2020-08-21,4,8,2020,21,3,0.0,0,0,816458,14569,Fergana
2020-08-22,5,8,2020,22,3,0.0,0,0,658705,13650,Tashkent
2020-08-23,6,8,2020,23,3,0.0,0,0,669129,13769,Samarkand
2020-08-24,0,8,2020,24,3,0.0,0,0,802614,13362,Samarkand
2020-08-25,1,8,2020,25,3,0.0,1,0,1052950,14081,Samarkand
2020-08-26,2,8,2020,26,3,0.0,0,0,880037,13431,Andijan
2020-08-27,3,8,2020,27,3,0.0,0,0,849298,14572,Samarkand
2020-08-28,4,8,2020,28,3,0.0,0,0,898966,12688,Samarkand
2020-08-29,5,8,2020,29,3,0.0,0,0,632579,13833,Tashkent
2020-08-30,6,8,2020,30,3,0.0,0,0,620812,14365,Tashkent
2020-08-31,0,8,2020,31,3,0.0,0,0,778680,14275,Tashkent
2020-09-01,1,9,2020,1,3,0.0,0,0,933711,16285,Tashkent
2020-09-02,2,9,2020,2,3,0.0,0,0,904820,14414,Fergana
2020-09-03,3,9,2020,3,3,0.0,0,0,880528,13335,Fergana
2020-09-04,4,9,2020,4,3,0.0,0,0,893132,14065,Tashkent
2020-09-05,5,9,2020,5,3,0.0,0,0,658472,12724,Namangan
2020-09-06,6,9,2020,6,3,0.0,0,0,757612,14084,Tashkent
2020-09-07,0,9,2020,7,3,0.0,0,0,890073,13486,Tashkent
2020-09-08,1,9,2020,8,3,0.0,0,0,890127,14888,Tashkent
2020-09-09,2,9,2020,9,3,0.0,0,0,912753,13719,Tashkent
2020-09-10,3,9,2020,10,3,0.0,1,0,1103902,14069,Tashkent
2020-09-11,4,9,2020,11,3,0.0,0,0,896469,13658,Samarkand
2020-09-12,5,9,2020,12,3,0.0,0,0,671696,15561,Tashkent
2020-09-13,6,9,2020,13,3,0.0,0,0,707310,13916,Andijan
2020-09-14,0,9,2020,14,3,0.0,0,0,957839,15643,Tashkent
2020-09-15,1,9,2020,15,3,0.0,0,0,939517,14831,Tashkent
2020-09-16,2,9,2020,16,3,0.0,0,0,949160,14569,Tashkent
2020-09-17,3,9,2020,17,3,0.0,0,0,874793,14482,Samarkand
2020-09-18,4,9,2020,18,3,0.0,0,0,858433,14506,Tashkent
2020-09-19,5,9,2020,19,3,0.0,0,0,694257,12652,Namangan
2020-09-20,6,9,2020,20,3,0.0,0,0,699918,13974,Samarkand
2020-09-21,0,9,2020,21,3,0.0,0,0,935316,14877,Samarkand
2020-09-22,1,9,2020,22,3,0.0,0,0,836142,14165,Samarkand
2020-09-23,2,9,2020,23,3,0.0,0,0,952539,13084,Tashkent
2020-09-24,3,9,2020,24,3,0.0,0,0,892706,14170,Tashkent
2020-09-25,4,9,2020,25,3,0.0,1,0,1078230,15578,Tashkent
2020-09-26,5,9,2020,26,3,0.0,0,0,673515,15216,Samarkand
2020-09-27,6,9,2020,27,3,0.0,0,0,656025,14172,Tashkent
2020-09-28,0,9,2020,28,3,0.0,0,0,931126,14987,Tashkent
2020-09-29,1,9,2020,29,3,0.0,0,0,904856,13936,Andijan
2020-09-30,2,9,2020,30,3,0.0,0,0,856385,12869,Tashkent
2020-10-01,3,10,2020,1,4,0.0,0,0,881412,13496,Namangan
2020-10-02,4,10,2020,2,4,0.0,0,0,917861,15490,Fergana
2020-10-03,5,10,2020,3,4,0.0,0,0,774784,14024,Tashkent
2020-10-04,6,10,2020,4,4,0.0,0,0,719365,14052,Tashkent
2020-10-05,0,10,2020,5,4,0.0,0,0,876651,14010,Tashkent
2020-10-06,1,10,2020,6,4,0.0,0,0,924349,15777,Fergana
2020-10-07,2,10,2020,7,4,0.0,0,0,924127,15558,Samarkand
2020-10-08,3,10,2020,8,4,0.0,0,0,834238,16036,Fergana
2020-10-09,4,10,2020,9,4,0.0,0,0,933877,14137,Andijan
2020-10-10,5,10,2020,10,4,0.0,1,0,883135,14504,Fergana
2020-10-11,6,10,2020,11,4,0.0,0,0,751615,13058,Tashkent
2020-10-12,0,10,2020,12,4,0.0,0,0,1007694,15456,Tashkent
2020-10-13,1,10,2020,13,4,0.0,0,0,981415,13344,Namangan
2020-10-14,2,10,2020,14,4,0.0,0,0,929786,14455,Tashkent
2020-10-15,3,10,2020,15,4,0.0,0,0,899059,13407,Tashkent
2020-10-16,4,10,2020,16,4,0.0,0,0,1038407,13817,Fergana
2020-10-17,5,10,2020,17,4,0.0,0,0,736731,13622,Tashkent
2020-10-18,6,10,2020,18,4,0.0,0,0,736025,13809,Andijan
2020-10-19,0,10,2020,19,4,0.0,0,0,942988,13868,Fergana
2020-10-20,1,10,2020,20,4,0.0,0,0,952186,13864,Tashkent
2020-10-21,2,10,2020,21,4,0.0,0,0,940045,14973,Andijan
2020-10-22,3,10,2020,22,4,0.0,0,0,924594,13426,Tashkent
2020-10-23,4,10,2020,23,4,0.0,0,0,926396,14489,Tashkent
2020-10-24,5,10,2020,24,4,0.0,0,0,738408,15291,Tashkent
2020-10-25,6,10,2020,25,4,0.0,1,0,883182,13909,Tashkent
2020-10-26,0,10,2020,26,4,0.0,0,0,922457,13749,Samarkand
2020-10-27,1,10,2020,27,4,0.0,0,0,954385,14143,Tashkent
2020-10-28,2,10,2020,28,4,0.0,0,0,941446,15274,Tashkent
2020-10-29,3,10,2020,29,4,0.0,0,0,1009225,14489,Tashkent
2020-10-30,4,10,2020,30,4,0.0,0,0,851735,13913,Fergana
2020-10-31,5,10,2020,31,4,0.0,0,0,776263,14728,Namangan
2020-11-01,6,11,2020,1,4,0.0,0,0,795999,13463,Tashkent
2020-11-02,0,11,2020,2,4,0.0,0,0,892200,14893,Tashkent
2020-11-03,1,11,2020,3,4,0.0,0,0,960367,14678,Tashkent
2020-11-04,2,11,2020,4,4,0.0,0,0,960063,14109,Tashkent
2020-11-05,3,11,2020,5,4,0.0,0,0,920457,13688,Fergana
2020-11-06,4,11,2020,6,4,0.0,0,0,945828,13653,Fergana
2020-11-07,5,11,2020,7,4,0.0,0,0,728230,14793,Tashkent
2020-11-08,6,11,2020,8,4,0.0,0,0,816192,15352,Tashkent
2020-11-09,0,11,2020,9,4,0.0,0,0,1015322,13863,Tashkent
2020-11-10,1,11,2020,10,4,0.0,1,0,1255802,14743,Samarkand
2020-11-11,2,11,2020,11,4,0.0,0,0,1008658,12710,Tashkent
2020-11-12,3,11,2020,12,4,0.0,0,0,936879,13915,Andijan
2020-11-13,4,11,2020,13,4,0.0,0,0,961422,14362,Fergana
2020-11-14,5,11,2020,14,4,0.0,0,0,781638,13662,Tashkent
2020-11-15,6,11,2020,15,4,0.0,0,0,729775,13644,Samarkand
2020-11-16,0,11,2020,16,4,0.0,0,0,1012612,13863,Andijan
2020-11-17,1,11,2020,17,4,0.0,0,0,975898,14634,Samarkand
2020-11-18,2,11,2020,18,4,0.0,0,0,971422,14254,Tashkent
2020-11-19,3,11,2020,19,4,0.0,0,0,1015117,12617,Tashkent
2020-11-20,4,11,2020,20,4,0.0,0,0,1005442,12714,Namangan
2020-11-21,5,11,2020,21,4,0.0,0,0,760071,13929,Samarkand
2020-11-22,6,11,2020,22,4,0.0,0,0,807656,14784,Fergana
2020-11-23,0,11,2020,23,4,0.0,0,0,947581,12223,Namangan
2020-11-24,1,11,2020,24,4,0.0,0,0,1015673,14025,Namangan
2020-11-25,2,11,2020,25,4,0.0,1,0,1239069,14008,Andijan
2020-11-26,3,11,2020,26,4,0.0,0,0,980643,15543,Tashkent
2020-11-27,4,11,2020,27,4,0.0,0,0,1006746,14127,Samarkand
2020-11-28,5,11,2020,28,4,0.0,0,0,736984,14745,Fergana
2020-11-29,6,11,2020,29,4,0.0,0,0,805168,14556,Fergana
2020-11-30,0,11,2020,30,4,0.0,0,0,988950,12742,Samarkand
2020-12-01,1,12,2020,1,4,0.0,0,0,1047322,15064,Tashkent
2020-12-02,2,12,2020,2,4,0.0,0,0,1115520,14625,Fergana
2020-12-03,3,12,2020,3,4,0.0,0,0,1041319,14863,Fergana
2020-12-04,4,12,2020,4,4,0.0,0,0,1012000,17601,Tashkent
2020-12-05,5,12,2020,5,4,0.0,0,0,785070,12796,Samarkand
2020-12-06,6,12,2020,6,4,0.0,0,0,858221,15847,Tashkent
2020-12-07,0,12,2020,7,4,0.0,0,0,1020091,14241,Tashkent
2020-12-08,1,12,2020,8,4,0.0,0,0,1151603,14704,Tashkent
2020-12-09,2,12,2020,9,4,0.0,0,0,987298,14441,Tashkent
2020-12-10,3,12,2020,10,4,0.0,1,0,1404277,14142,Samarkand
2020-12-11,4,12,2020,11,4,0.0,0,0,1087925,14029,Samarkand
2020-12-12,5,12,2020,12,4,0.0,0,0,838936,14752,Fergana
2020-12-13,6,12,2020,13,4,0.0,0,0,824538,13278,Namangan
2020-12-14,0,12,2020,14,4,0.0,0,0,1098841,15095,Tashkent
2020-12-15,1,12,2020,15,4,0.0,0,0,1080864,14166,Tashkent
2020-12-16,2,12,2020,16,4,0.0,0,0,1131227,13598,Namangan
2020-12-17,3,12,2020,17,4,0.0,0,0,1089289,14145,Tashkent
2020-12-18,4,12,2020,18,4,0.0,0,0,1091782,15515,Andijan
2020-12-19,5,12,2020,19,4,0.0,0,0,834898,14084,Namangan
2020-12-20,6,12,2020,20,4,0.0,0,0,846009,14803,Samarkand
2020-12-21,0,12,2020,21,4,0.0,0,0,1101424,13935,Andijan
2020-12-22,1,12,2020,22,4,0.0,0,0,1014461,15129,Tashkent
2020-12-23,2,12,2020,23,4,0.0,0,0,1031105,15075,Tashkent
2020-12-24,3,12,2020,24,4,0.0,0,0,1123236,16009,Samarkand
2020-12-25,4,12,2020,25,4,0.0,1,0,1341018,14393,Tashkent
2020-12-26,5,12,2020,26,4,0.0,0,0,846004,15072,Andijan
2020-12-27,6,12,2020,27,4,0.0,0,0,853630,14619,Tashkent
2020-12-28,0,12,2020,28,4,0.0,0,0,1109738,15581,Samarkand
2020-12-29,1,12,2020,29,4,0.0,0,0,1071800,13972,Samarkand
2020-12-30,2,12,2020,30,4,0.0,0,0,1062250,15147,Fergana
2020-12-31,3,12,2020,31,4,0.0,0,0,1105912,14399,Tashkent
2021-01-01,4,1,2021,1,1,0.0,0,0,1352175,14507,Tashkent
2021-01-02,5,1,2021,2,1,0.0,0,0,1116526,14635,Namangan
2021-01-03,6,1,2021,3,1,0.0,0,0,1024640,14767,Tashkent
2021-01-04,0,1,2021,4,1,0.0,0,0,1468920,14476,Namangan
2021-01-05,1,1,2021,5,1,0.0,0,0,1438733,14744,Samarkand
