date,day_of_week,month,year,day_of_month,quarter,is_ramadan,is_payday,is_navruz,transaction_volume,avg_transaction_value,region,usd_uzs_rate,usd_uzs_rate_lag7,usd_uzs_rate_change
2019-09-20,4,9,2019,20,3,0.0,0,0,570913,13462,Samarkand,9411.3,9395.63,0.001668
2019-09-21,5,9,2019,21,3,0.0,0,0,491100,14110,Tashkent,9411.3,9395.63,0.001668
2019-09-22,6,9,2019,22,3,0.0,0,0,507340,12459,Tashkent,9411.3,9395.63,0.001668
2019-09-23,0,9,2019,23,3,0.0,0,0,624810,13119,Andijan,9411.3,9395.63,0.001668
2019-09-24,1,9,2019,24,3,0.0,0,0,701170,13330,Namangan,9424.54,9411.3,0.001407
2019-09-25,2,9,2019,25,3,0.0,1,0,757703,13312,Tashkent,9424.54,9411.3,0.001407
2019-09-26,3,9,2019,26,3,0.0,0,0,647707,12998,Tashkent,9424.54,9411.3,0.001407
2019-09-27,4,9,2019,27,3,0.0,0,0,663324,13535,Tashkent,9424.54,9411.3,0.001407
2019-09-28,5,9,2019,28,3,0.0,0,0,544837,13330,Tashkent,9424.54,9411.3,0.001407
2019-09-29,6,9,2019,29,3,0.0,0,0,485965,11958,Samarkand,9424.54,9411.3,0.001407
2019-09-30,0,9,2019,30,3,0.0,0,0,692338,13647,Andijan,9424.54,9411.3,0.001407
2019-10-01,1,10,2019,1,4,0.0,0,0,681317,13665,Samarkand,9446.65,9424.54,0.002346
2019-10-02,2,10,2019,2,4,0.0,0,0,654857,12348,Namangan,9446.65,9424.54,0.002346
2019-10-03,3,10,2019,3,4,0.0,0,0,694807,12992,Tashkent,9446.65,9424.54,0.002346
2019-10-04,4,10,2019,4,4,0.0,0,0,688214,13512,Fergana,9446.65,9424.54,0.002346
2019-10-05,5,10,2019,5,4,0.0,0,0,520222,12802,Fergana,9446.65,9424.54,0.002346
2019-10-06,6,10,2019,6,4,0.0,0,0,534962,13831,Tashkent,9446.65,9424.54,0.002346
2019-10-07,0,10,2019,7,4,0.0,0,0,673970,14867,Tashkent,9446.65,9424.54,0.002346
2019-10-08,1,10,2019,8,4,0.0,0,0,688213,12351,Samarkand,9433.34,9446.65,-0.001409
2019-10-09,2,10,2019,9,4,0.0,0,0,703846,11878,Tashkent,9433.34,9446.65,-0.001409
2019-10-10,3,10,2019,10,4,0.0,1,0,890363,13230,Tashkent,9433.34,9446.65,-0.001409
2019-10-11,4,10,2019,11,4,0.0,0,0,652844,13567,Samarkand,9433.34,9446.65,-0.001409
2019-10-12,5,10,2019,12,4,0.0,0,0,581949,12809,Andijan,9433.34,9446.65,-0.001409
2019-10-13,6,10,2019,13,4,0.0,0,0,494752,14160,Samarkand,9433.34,9446.65,-0.001409
2019-10-14,0,10,2019,14,4,0.0,0,0,684425,11930,Namangan,9433.34,9446.65,-0.001409
2019-10-15,1,10,2019,15,4,0.0,0,0,705410,13558,Tashkent,9455.24,9433.34,0.002322
2019-10-16,2,10,2019,16,4,0.0,0,0,697530,12523,Fergana,9455.24,9433.34,0.002322
2019-10-17,3,10,2019,17,4,0.0,0,0,673168,14387,Samarkand,9455.24,9433.34,0.002322
2019-10-18,4,10,2019,18,4,0.0,0,0,685199,14609,Namangan,9455.24,9433.34,0.002322
2019-10-19,5,10,2019,19,4,0.0,0,0,528763,12405,Tashkent,9455.24,9433.34,0.002322
2019-10-20,6,10,2019,20,4,0.0,0,0,527131,12582,Samarkand,9455.24,9433.34,0.002322
2019-10-21,0,10,2019,21,4,0.0,0,0,716256,13713,Samarkand,9455.24,9433.34,0.002322
2019-10-22,1,10,2019,22,4,0.0,0,0,703205,12719,Tashkent,9448.53,9455.24,-0.00071
2019-10-23,2,10,2019,23,4,0.0,0,0,674661,12996,Tashkent,9448.53,9455.24,-0.00071
2019-10-24,3,10,2019,24,4,0.0,0,0,719474,13056,Tashkent,9448.53,9455.24,-0.00071
2019-10-25,4,10,2019,25,4,0.0,1,0,858414,11503,Tashkent,9448.53,9455.24,-0.00071
2019-10-26,5,10,2019,26,4,0.0,0,0,560262,13031,Namangan,9448.53,9455.24,-0.00071
2019-10-27,6,10,2019,27,4,0.0,0,0,556758,12494,Tashkent,9448.53,9455.24,-0.00071
2019-10-28,0,10,2019,28,4,0.0,0,0,673741,12655,Tashkent,9448.53,9455.24,-0.00071
2019-10-29,1,10,2019,29,4,0.0,0,0,681814,14208,Fergana,9463.37,9448.53,0.001571
2019-10-30,2,10,2019,30,4,0.0,0,0,718900,12051,Tashkent,9463.37,9448.53,0.001571
2019-10-31,3,10,2019,31,4,0.0,0,0,715685,13711,Samarkand,9463.37,9448.53,0.001571
2019-11-01,4,11,2019,1,4,0.0,0,0,711575,12840,Tashkent,9463.37,9448.53,0.001571
2019-11-02,5,11,2019,2,4,0.0,0,0,558575,12843,Andijan,9463.37,9448.53,0.001571
2019-11-03,6,11,2019,3,4,0.0,0,0,584876,13703,Namangan,9463.37,9448.53,0.001571
2019-11-04,0,11,2019,4,4,0.0,0,0,697094,13346,Namangan,9463.37,9448.53,0.001571
2019-11-05,1,11,2019,5,4,0.0,0,0,730234,13534,Tashkent,9467.27,9463.37,0.000412
2019-11-06,2,11,2019,6,4,0.0,0,0,709419,13856,Fergana,9467.27,9463.37,0.000412
2019-11-07,3,11,2019,7,4,0.0,0,0,709579,12819,Tashkent,9467.27,9463.37,0.000412
2019-11-08,4,11,2019,8,4,0.0,0,0,747908,12598,Tashkent,9467.27,9463.37,0.000412
2019-11-09,5,11,2019,9,4,0.0,0,0,577749,12223,Tashkent,9467.27,9463.37,0.000412
2019-11-10,6,11,2019,10,4,0.0,1,0,705128,12435,Samarkand,9467.27,9463.37,0.000412
2019-11-11,0,11,2019,11,4,0.0,0,0,755756,15458,Samarkand,9467.27,9463.37,0.000412
2019-11-12,1,11,2019,12,4,0.0,0,0,719465,14098,Samarkand,9490.77,9467.27,0.002482
2019-11-13,2,11,2019,13,4,0.0,0,0,739098,12025,Tashkent,9490.77,9467.27,0.002482
2019-11-14,3,11,2019,14,4,0.0,0,0,711147,12051,Tashkent,9490.77,9467.27,0.002482
2019-11-15,4,11,2019,15,4,0.0,0,0,730041,13498,Fergana,9490.77,9467.27,0.002482
2019-11-16,5,11,2019,16,4,0.0,0,0,559692,13554,Tashkent,9490.77,9467.27,0.002482
2019-11-17,6,11,2019,17,4,0.0,0,0,565284,13559,Fergana,9490.77,9467.27,0.002482
2019-11-18,0,11,2019,18,4,0.0,0,0,739737,12919,Tashkent,9490.77,9467.27,0.002482
2019-11-19,1,11,2019,19,4,0.0,0,0,699483,13026,Namangan,9500.96,9490.77,0.001074
2019-11-20,2,11,2019,20,4,0.0,0,0,784342,13392,Samarkand,9500.96,9490.77,0.001074
2019-11-21,3,11,2019,21,4,0.0,0,0,695231,13202,Tashkent,9500.96,9490.77,0.001074
2019-11-22,4,11,2019,22,4,0.0,0,0,689786,11362,Tashkent,9500.96,9490.77,0.001074
2019-11-23,5,11,2019,23,4,0.0,0,0,592197,12957,Samarkand,9500.96,9490.77,0.001074
2019-11-24,6,11,2019,24,4,0.0,0,0,584398,12463,Namangan,9500.96,9490.77,0.001074
2019-11-25,0,11,2019,25,4,0.0,1,0,908893,13288,Tashkent,9500.96,9490.77,0.001074
2019-11-26,1,11,2019,26,4,0.0,0,0,745750,15539,Tashkent,9494.68,9500.96,-0.000661
2019-11-27,2,11,2019,27,4,0.0,0,0,727728,13448,Namangan,9494.68,9500.96,-0.000661
2019-11-28,3,11,2019,28,4,0.0,0,0,702551,12907,Fergana,9494.68,9500.96,-0.000661
2019-11-29,4,11,2019,29,4,0.0,0,0,731535,13899,Tashkent,9494.68,9500.96,-0.000661
2019-11-30,5,11,2019,30,4,0.0,0,0,553934,13551,Samarkand,9494.68,9500.96,-0.000661
2019-12-01,6,12,2019,1,4,0.0,0,0,635126,13505,Tashkent,9494.68,9500.96,-0.000661
2019-12-02,0,12,2019,2,4,0.0,0,0,779749,13657,Samarkand,9494.68,9500.96,-0.000661
2019-12-03,1,12,2019,3,4,0.0,0,0,759108,14821,Tashkent,9510.99,9494.68,0.001718
2019-12-04,2,12,2019,4,4,0.0,0,0,775597,12274,Andijan,9510.99,9494.68,0.001718
2019-12-05,3,12,2019,5,4,0.0,0,0,799354,13561,Samarkand,9510.99,9494.68,0.001718
2019-12-06,4,12,2019,6,4,0.0,0,0,769288,12445,Samarkand,9510.99,9494.68,0.001718
2019-12-07,5,12,2019,7,4,0.0,0,0,594202,13634,Samarkand,9510.99,9494.68,0.001718
2019-12-08,6,12,2019,8,4,0.0,0,0,620925,12458,Andijan,9510.99,9494.68,0.001718
2019-12-09,0,12,2019,9,4,0.0,0,0,796775,12863,Namangan,9510.99,9494.68,0.001718
2019-12-10,1,12,2019,10,4,0.0,1,0,943916,12964,Samarkand,9537.55,9510.99,0.002793
2019-12-11,2,12,2019,11,4,0.0,0,0,775494,13984,Fergana,9537.55,9510.99,0.002793
2019-12-12,3,12,2019,12,4,0.0,0,0,798401,13942,Samarkand,9537.55,9510.99,0.002793
2019-12-13,4,12,2019,13,4,0.0,0,0,745871,12214,Samarkand,9537.55,9510.99,0.002793
2019-12-14,5,12,2019,14,4,0.0,0,0,583279,13258,Tashkent,9537.55,9510.99,0.002793
2019-12-15,6,12,2019,15,4,0.0,0,0,600824,12650,Samarkand,9537.55,9510.99,0.002793
2019-12-16,0,12,2019,16,4,0.0,0,0,786976,12214,Tashkent,9537.55,9510.99,0.002793
2019-12-17,1,12,2019,17,4,0.0,0,0,804307,13051,Andijan,9532.4,9537.55,-0.00054
2019-12-18,2,12,2019,18,4,0.0,0,0,842026,12981,Tashkent,9532.4,9537.55,-0.00054
2019-12-19,3,12,2019,19,4,0.0,0,0,823080,15173,Andijan,9532.4,9537.55,-0.00054
2019-12-20,4,12,2019,20,4,0.0,0,0,791361,13581,Samarkand,9532.4,9537.55,-0.00054
2019-12-21,5,12,2019,21,4,0.0,0,0,621291,12136,Samarkand,9532.4,9537.55,-0.00054
2019-12-22,6,12,2019,22,4,0.0,0,0,597338,12790,Samarkand,9532.4,9537.55,-0.00054
2019-12-23,0,12,2019,23,4,0.0,0,0,797898,14063,Tashkent,9532.4,9537.55,-0.00054
2019-12-24,1,12,2019,24,4,0.0,0,0,789941,14920,Tashkent,9516.37,9532.4,-0.001682
2019-12-25,2,12,2019,25,4,0.0,1,0,988411,11984,Tashkent,9516.37,9532.4,-0.001682
2019-12-26,3,12,2019,26,4,0.0,0,0,774039,11752,Samarkand,9516.37,9532.4,-0.001682
2019-12-27,4,12,2019,27,4,0.0,0,0,817853,14756,Tashkent,9516.37,9532.4,-0.001682
2019-12-28,5,12,2019,28,4,0.0,0,0,663822,13575,Fergana,9516.37,9532.4,-0.001682
2019-12-29,6,12,2019,29,4,0.0,0,0,623283,12572,Tashkent,9516.37,9532.4,-0.001682
2019-12-30,0,12,2019,30,4,0.0,0,0,816162,13698,Tashkent,9516.37,9532.4,-0.001682
2019-12-31,1,12,2019,31,4,0.0,0,0,826131,11165,Tashkent,9507.56,9516.37,-0.000926
2020-01-01,2,1,2020,1,1,0.0,0,0,751452,13280,Andijan,9507.56,9516.37,-0.000926
2020-01-02,3,1,2020,2,1,0.0,0,0,771209,13543,Fergana,9507.56,9516.37,-0.000926
2020-01-03,4,1,2020,3,1,0.0,0,0,765393,14023,Tashkent,9507.56,9516.37,-0.000926
2020-01-04,5,1,2020,4,1,0.0,0,0,599547,12476,Samarkand,9507.56,9516.37,-0.000926
2020-01-05,6,1,2020,5,1,0.0,0,0,579240,13360,Tashkent,9507.56,9516.37,-0.000926
2020-01-06,0,1,2020,6,1,0.0,0,0,767713,12554,Andijan,9507.56,9516.37,-0.000926
2020-01-07,1,1,2020,7,1,0.0,0,0,782904,13502,Fergana,9507.89,9507.56,3.5e-05
2020-01-08,2,1,2020,8,1,0.0,0,0,812861,12585,Tashkent,9507.89,9507.56,3.5e-05
2020-01-09,3,1,2020,9,1,0.0,0,0,798423,12979,Samarkand,9507.89,9507.56,3.5e-05
2020-01-10,4,1,2020,10,1,0.0,1,0,1019743,12512,Tashkent,9507.89,9507.56,3.5e-05
2020-01-11,5,1,2020,11,1,0.0,0,0,582337,13833,Andijan,9507.89,9507.56,3.5e-05
2020-01-12,6,1,2020,12,1,0.0,0,0,622269,14002,Tashkent,9507.89,9507.56,3.5e-05
2020-01-13,0,1,2020,13,1,0.0,0,0,777196,13131,Samarkand,9507.89,9507.56,3.5e-05
2020-01-14,1,1,2020,14,1,0.0,0,0,839832,13353,Tashkent,9550.76,9507.89,0.004509
2020-01-15,2,1,2020,15,1,0.0,0,0,747863,12167,Fergana,9550.76,9507.89,0.004509
2020-01-16,3,1,2020,16,1,0.0,0,0,747527,13090,Fergana,9550.76,9507.89,0.004509
2020-01-17,4,1,2020,17,1,0.0,0,0,755605,13293,Fergana,9550.76,9507.89,0.004509
2020-01-18,5,1,2020,18,1,0.0,0,0,553019,15433,Samarkand,9550.76,9507.89,0.004509
2020-01-19,6,1,2020,19,1,0.0,0,0,592156,12450,Namangan,9550.76,9507.89,0.004509
2020-01-20,0,1,2020,20,1,0.0,0,0,752575,14515,Tashkent,9550.76,9507.89,0.004509
2020-01-21,1,1,2020,21,1,0.0,0,0,781476,14144,Tashkent,9547.05,9550.76,-0.000388
2020-01-22,2,1,2020,22,1,0.0,0,0,788091,13575,Tashkent,9547.05,9550.76,-0.000388
2020-01-23,3,1,2020,23,1,0.0,0,0,836520,14761,Andijan,9547.05,9550.76,-0.000388
2020-01-24,4,1,2020,24,1,0.0,0,0,808393,13655,Tashkent,9547.05,9550.76,-0.000388
2020-01-25,5,1,2020,25,1,0.0,1,0,724607,13672,Fergana,9547.05,9550.76,-0.000388
2020-01-26,6,1,2020,26,1,0.0,0,0,586619,13322,Fergana,9547.05,9550.76,-0.000388
2020-01-27,0,1,2020,27,1,0.0,0,0,796137,14347,Tashkent,9547.05,9550.76,-0.000388
2020-01-28,1,1,2020,28,1,0.0,0,0,740171,14249,Tashkent,9563.33,9547.05,0.001705
2020-01-29,2,1,2020,29,1,0.0,0,0,839398,12874,Tashkent,9563.33,9547.05,0.001705
2020-01-30,3,1,2020,30,1,0.0,0,0,819697,12323,Tashkent,9563.33,9547.05,0.001705
2020-01-31,4,1,2020,31,1,0.0,0,0,768731,13220,Tashkent,9563.33,9547.05,0.001705
2020-02-01,5,2,2020,1,1,0.0,0,0,483217,12745,Tashkent,9563.33,9547.05,0.001705
2020-02-02,6,2,2020,2,1,0.0,0,0,547325,13338,Namangan,9563.33,9547.05,0.001705
2020-02-03,0,2,2020,3,1,0.0,0,0,663164,14382,Andijan,9563.33,9547.05,0.001705
2020-02-04,1,2,2020,4,1,0.0,0,0,699797,13030,Tashkent,9541.74,9563.33,-0.002258
2020-02-05,2,2,2020,5,1,0.0,0,0,624788,13365,Tashkent,9541.74,9563.33,-0.002258
2020-02-06,3,2,2020,6,1,0.0,0,0,651904,13449,Tashkent,9541.74,9563.33,-0.002258
2020-02-07,4,2,2020,7,1,0.0,0,0,668625,14085,Fergana,9541.74,9563.33,-0.002258
2020-02-08,5,2,2020,8,1,0.0,0,0,522842,11612,Namangan,9541.74,9563.33,-0.002258
2020-02-09,6,2,2020,9,1,0.0,0,0,512903,12928,Tashkent,9541.74,9563.33,-0.002258
2020-02-10,0,2,2020,10,1,0.0,1,0,838005,13586,Tashkent,9541.74,9563.33,-0.002258
2020-02-11,1,2,2020,11,1,0.0,0,0,642117,14381,Fergana,9539.16,9541.74,-0.00027
2020-02-12,2,2,2020,12,1,0.0,0,0,667509,13030,Samarkand,9539.16,9541.74,-0.00027
2020-02-13,3,2,2020,13,1,0.0,0,0,675136,11926,Tashkent,9539.16,9541.74,-0.00027
2020-02-14,4,2,2020,14,1,0.0,0,0,686312,13927,Samarkand,9539.16,9541.74,-0.00027
2020-02-15,5,2,2020,15,1,0.0,0,0,539919,12926,Tashkent,9539.16,9541.74,-0.00027
2020-02-16,6,2,2020,16,1,0.0,0,0,501786,12486,Tashkent,9539.16,9541.74,-0.00027
2020-02-17,0,2,2020,17,1,0.0,0,0,632820,12942,Fergana,9539.16,9541.74,-0.00027
2020-02-18,1,2,2020,18,1,0.0,0,0,709250,13297,Namangan,9528.49,9539.16,-0.001119
2020-02-19,2,2,2020,19,1,0.0,0,0,684315,12965,Tashkent,9528.49,9539.16,-0.001119
2020-02-20,3,2,2020,20,1,0.0,0,0,655676,11688,Andijan,9528.49,9539.16,-0.001119
2020-02-21,4,2,2020,21,1,0.0,0,0,718461,14173,Tashkent,9528.49,9539.16,-0.001119
2020-02-22,5,2,2020,22,1,0.0,0,0,530552,14479,Fergana,9528.49,9539.16,-0.001119
2020-02-23,6,2,2020,23,1,0.0,0,0,553491,13984,Samarkand,9528.49,9539.16,-0.001119
2020-02-24,0,2,2020,24,1,0.0,0,0,680046,12556,Namangan,9528.49,9539.16,-0.001119
2020-02-25,1,2,2020,25,1,0.0,1,0,896388,13308,Andijan,9526.28,9528.49,-0.000232
2020-02-26,2,2,2020,26,1,0.0,0,0,727070,13468,Tashkent,9526.28,9528.49,-0.000232
2020-02-27,3,2,2020,27,1,0.0,0,0,673175,13956,Andijan,9526.28,9528.49,-0.000232
2020-02-28,4,2,2020,28,1,0.0,0,0,706972,14015,Namangan,9526.28,9528.49,-0.000232
2020-02-29,5,2,2020,29,1,0.0,0,0,544975,12896,Fergana,9526.28,9528.49,-0.000232
2020-03-01,6,3,2020,1,1,0.0,0,0,737923,13553,Tashkent,9526.28,9528.49,-0.000232
2020-03-02,0,3,2020,2,1,0.0,0,0,863065,13856,Namangan,9526.28,9528.49,-0.000232
2020-03-03,1,3,2020,3,1,0.0,0,0,923133,14659,Namangan,9513.84,9526.28,-0.001306
2020-03-04,2,3,2020,4,1,0.0,0,0,937312,14061,Tashkent,9513.84,9526.28,-0.001306
2020-03-05,3,3,2020,5,1,0.0,0,0,836691,14132,Andijan,9513.84,9526.28,-0.001306
2020-03-06,4,3,2020,6,1,0.0,0,0,858137,13572,Tashkent,9513.84,9526.28,-0.001306
2020-03-07,5,3,2020,7,1,0.0,0,0,645839,14636,Tashkent,9513.84,9526.28,-0.001306
2020-03-08,6,3,2020,8,1,0.0,0,0,696212,13839,Samarkand,9513.84,9526.28,-0.001306
2020-03-09,0,3,2020,9,1,0.0,0,0,928991,12826,Samarkand,9513.84,9526.28,-0.001306
2020-03-10,1,3,2020,10,1,0.0,1,0,1168949,14641,Samarkand,9500.54,9513.84,-0.001398
2020-03-11,2,3,2020,11,1,0.0,0,0,907289,14080,Tashkent,9500.54,9513.84,-0.001398
2020-03-12,3,3,2020,12,1,0.0,0,0,964357,13171,Andijan,9500.54,9513.84,-0.001398
2020-03-13,4,3,2020,13,1,0.0,0,0,856124,13145,Tashkent,9500.54,9513.84,-0.001398
2020-03-14,5,3,2020,14,1,0.0,0,0,659197,13770,Tashkent,9500.54,9513.84,-0.001398
2020-03-15,6,3,2020,15,1,0.0,0,0,706424,13907,Tashkent,9500.54,9513.84,-0.001398
2020-03-16,0,3,2020,16,1,0.0,0,0,922417,13697,Samarkand,9500.54,9513.84,-0.001398
2020-03-17,1,3,2020,17,1,0.0,0,0,908044,13792,Andijan,9520.34,9500.54,0.002084
2020-03-18,2,3,2020,18,1,0.0,0,0,834750,14906,Fergana,9520.34,9500.54,0.002084
2020-03-19,3,3,2020,19,1,0.0,0,0,907533,14407,Namangan,9520.34,9500.54,0.002084
2020-03-20,4,3,2020,20,1,0.0,0,1,1166387,13706,Tashkent,9520.34,9500.54,0.002084
2020-03-21,5,3,2020,21,1,0.0,0,1,986417,14310,Samarkand,9520.34,9500.54,0.002084
2020-03-22,6,3,2020,22,1,0.0,0,1,975599,12734,Samarkand,9520.34,9500.54,0.002084
2020-03-23,0,3,2020,23,1,0.0,0,1,1187358,13882,Samarkand,9520.34,9500.54,0.002084
2020-03-24,1,3,2020,24,1,0.0,0,0,895858,15015,Tashkent,9520.34,9520.34,0.0
2020-03-25,2,3,2020,25,1,0.0,1,0,1069514,13397,Fergana,9532.74,9520.34,0.001302
2020-03-26,3,3,2020,26,1,0.0,0,0,913918,12896,Samarkand,9532.74,9520.34,0.001302
2020-03-27,4,3,2020,27,1,0.0,0,0,952029,13056,Fergana,9532.74,9520.34,0.001302
2020-03-28,5,3,2020,28,1,0.0,0,0,687638,12710,Samarkand,9532.74,9520.34,0.001302
2020-03-29,6,3,2020,29,1,0.0,0,0,730918,12957,Tashkent,9532.74,9520.34,0.001302
2020-03-30,0,3,2020,30,1,0.0,0,0,899836,13292,Samarkand,9532.74,9520.34,0.001302
2020-03-31,1,3,2020,31,1,0.0,0,0,890936,12468,Tashkent,9554.22,9520.34,0.003559
2020-04-01,2,4,2020,1,2,0.0,0,0,467281,13608,Namangan,9554.22,9532.74,0.002253
2020-04-02,3,4,2020,2,2,0.0,0,0,450240,14321,Samarkand,9554.22,9532.74,0.002253
2020-04-03,4,4,2020,3,2,0.0,0,0,459678,12876,Tashkent,9554.22,9532.74,0.002253
2020-04-04,5,4,2020,4,2,0.0,0,0,349397,14821,Andijan,9554.22,9532.74,0.002253
2020-04-05,6,4,2020,5,2,0.0,0,0,396158,14018,Samarkand,9554.22,9532.74,0.002253
2020-04-06,0,4,2020,6,2,0.0,0,0,471954,14437,Tashkent,9554.22,9532.74,0.002253
2020-04-07,1,4,2020,7,2,0.0,0,0,458488,13090,Samarkand,9590.1,9554.22,0.003755
2020-04-08,2,4,2020,8,2,0.0,0,0,476132,14304,Tashkent,9590.1,9554.22,0.003755
2020-04-09,3,4,2020,9,2,0.0,0,0,470369,12750,Namangan,9590.1,9554.22,0.003755
2020-04-10,4,4,2020,10,2,0.0,1,0,571832,14339,Namangan,9590.1,9554.22,0.003755
2020-04-11,5,4,2020,11,2,0.0,0,0,378240,13768,Andijan,9590.1,9554.22,0.003755
2020-04-12,6,4,2020,12,2,0.0,0,0,380680,14077,Samarkand,9590.1,9554.22,0.003755
2020-04-13,0,4,2020,13,2,0.0,0,0,464041,12697,Samarkand,9590.1,9554.22,0.003755
2020-04-14,1,4,2020,14,2,0.0,0,0,463576,12925,Fergana,9693.36,9590.1,0.010767
2020-04-15,2,4,2020,15,2,0.0,0,0,469683,14122,Tashkent,9693.36,9590.1,0.010767
2020-04-16,3,4,2020,16,2,0.0,0,0,431547,12889,Samarkand,10121.0,9590.1,0.055359
2020-04-17,4,4,2020,17,2,0.0,0,0,446884,14022,Samarkand,10121.0,9590.1,0.055359
2020-04-18,5,4,2020,18,2,0.0,0,0,391679,12561,Tashkent,10121.0,9590.1,0.055359
2020-04-19,6,4,2020,19,2,0.0,0,0,396147,14337,Tashkent,10121.0,9590.1,0.055359
2020-04-20,0,4,2020,20,2,0.0,0,0,472180,12676,Namangan,10121.0,9590.1,0.055359
2020-04-21,1,4,2020,21,2,0.0,0,0,488345,14107,Namangan,10137.94,9693.36,0.045864
2020-04-22,2,4,2020,22,2,0.0,0,0,483690,14170,Tashkent,10137.94,9693.36,0.045864
2020-04-23,3,4,2020,23,2,1.0,0,0,472591,13115,Tashkent,10137.94,10121.0,0.001674
2020-04-24,4,4,2020,24,2,1.0,0,0,439988,14142,Tashkent,10137.94,10121.0,0.001674
2020-04-25,5,4,2020,25,2,1.0,1,0,399034,13888,Namangan,10137.94,10121.0,0.001674
2020-04-26,6,4,2020,26,2,1.0,0,0,316463,13252,Tashkent,10137.94,10121.0,0.001674
2020-04-27,0,4,2020,27,2,1.0,0,0,395074,12880,Fergana,10137.94,10121.0,0.001674
2020-04-28,1,4,2020,28,2,1.0,0,0,426002,12120,Tashkent,10130.0,10137.94,-0.000783
2020-04-29,2,4,2020,29,2,1.0,0,0,410127,13973,Samarkand,10130.0,10137.94,-0.000783
2020-04-30,3,4,2020,30,2,1.0,0,0,399201,12445,Tashkent,10130.0,10137.94,-0.000783
2020-05-01,4,5,2020,1,2,1.0,0,0,429529,13777,Fergana,10130.0,10137.94,-0.000783
2020-05-02,5,5,2020,2,2,1.0,0,0,329329,13493,Tashkent,10130.0,10137.94,-0.000783
2020-05-03,6,5,2020,3,2,1.0,0,0,367763,14251,Samarkand,10130.0,10137.94,-0.000783
2020-05-04,0,5,2020,4,2,1.0,0,0,457648,13469,Tashkent,10130.0,10137.94,-0.000783
2020-05-05,1,5,2020,5,2,1.0,0,0,442294,13451,Fergana,10129.39,10130.0,-6e-05
2020-05-06,2,5,2020,6,2,1.0,0,0,469025,14303,Namangan,10129.39,10130.0,-6e-05
2020-05-07,3,5,2020,7,2,1.0,0,0,444559,13990,Tashkent,10129.39,10130.0,-6e-05
2020-05-08,4,5,2020,8,2,1.0,0,0,428283,13978,Namangan,10129.39,10130.0,-6e-05
2020-05-09,5,5,2020,9,2,1.0,0,0,367371,14104,Samarkand,10129.39,10130.0,-6e-05
2020-05-10,6,5,2020,10,2,1.0,1,0,431929,12504,Tashkent,10129.39,10130.0,-6e-05
2020-05-11,0,5,2020,11,2,1.0,0,0,426247,14341,Tashkent,10129.39,10130.0,-6e-05
2020-05-12,1,5,2020,12,2,1.0,0,0,441687,14229,Tashkent,10137.2,10129.39,0.000771
2020-05-13,2,5,2020,13,2,1.0,0,0,429852,12929,Fergana,10137.2,10129.39,0.000771
2020-05-14,3,5,2020,14,2,1.0,0,0,421173,13551,Fergana,10137.2,10129.39,0.000771
2020-05-15,4,5,2020,15,2,1.0,0,0,462742,13718,Tashkent,10137.2,10129.39,0.000771
2020-05-16,5,5,2020,16,2,1.0,0,0,374946,13645,Samarkand,10137.2,10129.39,0.000771
2020-05-17,6,5,2020,17,2,1.0,0,0,329133,14024,Namangan,10137.2,10129.39,0.000771
2020-05-18,0,5,2020,18,2,1.0,0,0,457425,14905,Andijan,10137.2,10129.39,0.000771
2020-05-19,1,5,2020,19,2,1.0,0,0,436079,14629,Samarkand,10129.56,10137.2,-0.000754
2020-05-20,2,5,2020,20,2,1.0,0,0,439381,12717,Andijan,10129.56,10137.2,-0.000754
2020-05-21,3,5,2020,21,2,1.0,0,0,437866,14268,Samarkand,10129.56,10137.2,-0.000754
2020-05-22,4,5,2020,22,2,1.0,0,0,433362,14837,Tashkent,10129.56,10137.2,-0.000754
2020-05-23,5,5,2020,23,2,1.0,0,0,351100,14087,Namangan,10129.56,10137.2,-0.000754
2020-05-24,6,5,2020,24,2,0.0,0,0,385296,14654,Samarkand,10129.56,10137.2,-0.000754
2020-05-25,0,5,2020,25,2,0.0,1,0,630642,15394,Samarkand,10129.56,10137.2,-0.000754
2020-05-26,1,5,2020,26,2,0.0,0,0,510793,14607,Samarkand,10139.3,10129.56,0.000962
2020-05-27,2,5,2020,27,2,0.0,0,0,507361,13991,Namangan,10139.3,10129.56,0.000962
2020-05-28,3,5,2020,28,2,0.0,0,0,494081,14631,Namangan,10139.3,10129.56,0.000962
2020-05-29,4,5,2020,29,2,0.0,0,0,501290,13914,Tashkent,10139.3,10129.56,0.000962
2020-05-30,5,5,2020,30,2,0.0,0,0,412685,13821,Tashkent,10139.3,10129.56,0.000962
2020-05-31,6,5,2020,31,2,0.0,0,0,408954,13524,Samarkand,10139.3,10129.56,0.000962
2020-06-01,0,6,2020,1,2,0.0,0,0,470092,15060,Samarkand,10139.3,10129.56,0.000962
2020-06-02,1,6,2020,2,2,0.0,0,0,491583,13158,Tashkent,10148.31,10139.3,0.000889
2020-06-03,2,6,2020,3,2,0.0,0,0,504783,15042,Fergana,10148.31,10139.3,0.000889
2020-06-04,3,6,2020,4,2,0.0,0,0,457719,14219,Samarkand,10148.31,10139.3,0.000889
2020-06-05,4,6,2020,5,2,0.0,0,0,501557,12704,Tashkent,10148.31,10139.3,0.000889
2020-06-06,5,6,2020,6,2,0.0,0,0,373061,14121,Tashkent,10148.31,10139.3,0.000889
